countof,Datum,years,Monat,Bundesland,Bundesland_count,Bundesland_count_scale,Stadt,Vorfallsart,Kurzbeschreibung,Verletzte,Tote,bewohnt,Politisch motivierte Tat nach Polizei- einschätzung?,Einzeltäter,Tätergruppe,Täter_organisiert,Ersttäter,Wiederholungstäter,Täter_ortsansässig,Täter_zugereist,ermittelnde_Polizei,ermittelnde_Staats_anwaltschaft,Verfahren_eingestellt,Anklage_erhoben,Urteil,Uhrzeit,Einbruch_Eingedrungen,lat,lng,cunti
1,12/19/2015,2015,12,Mecklenburg-Vorpommern,8,4,Altenkirchen (Rügen),Brandanschlag,"Eine Unterkunft für Flüchtlinge brennt. Unbekannte Täter haben Müllsäcke in Brand gesteckt, die Fassade des Wohnblocks wird beschädigt. Die 28 Bewohner - zum großen Teil Syrer - konnten des Haus sicher verlassen. ",0,0,ja,Unbekannt,Unbekannt,Unbekant,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Kriminalpolizei Anklam,Stralsund,Nein,Nein,Nein,0.9583333333,Nein,54.635533,13.347384,1
1,11/12/2015,2015,11,Mecklenburg-Vorpommern,8,4,Trent (Rügen),Sachbeschädigung,"Erst findet die Polizei zwei Plakate mit ausländerfeindlichen Sprüchen an der früheren Schule, die für Flüchtlinge hergerichtet werden soll. Dann schlagen Unbekannte sieben Fensterscheiben ein und beschädigen die Eingangstür. Der Sachschaden beläuft sich auf 5.000 Euro. Von den Tätern fehlt bisher jede Spur.",0,0,Nein,Ja,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Anklam,Stralsund,Nein,Nein,Nein,9.11. 9.30 - 13.11. 19.55 Uhr,,54.521946,13.256079,1
1,12/31/2015,2015,12,Mecklenburg-Vorpommern,8,4,Sellin,Sachbeschädigung,"In der Sylvesternacht ziehen vier Personen vor eine Jugendherberge, in der Flüchtlinge untergebracht sind. Sie werfen Böller und rufen ausländerfeindliche Sprüche. Die Polizei kann die Täter ermitteln; einer von ihnen - 18 Jahre alt -  ist mittlerweile geständig. ",0,0,ja,Ja,nein,ja,Nein,Nein,Nein,Ja,Nein,Polizeipräsidium Neubrandenburg,Neubrandenburg,Nein,Nein,Nein,17:30 bis 18:00,nein,54.376918,13.695801,1
1,10/7/2015,2015,10,Mecklenburg-Vorpommern,8,4,Sellin,Sachbeschädigung,"Unbekannte verschütten ""eine übel riechende Flüssigkeit"" im Speisesaal eines derzeit ungenutzten Schullandheimes, das eine Gemeinschaftsunterkunft für Asylsuchende werden soll. Laut der Staatsanwaltschaft kippten die Täter die Flüssigkeit wahrscheinlich durch ein geöffnetes Fenster.  ",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Anklam,Stralsund,,nein,nein,In der Nacht vom 6./7. Oktober 2015,nein,54.373224,13.681821,1
1,10/7/2015,2015,10,Mecklenburg-Vorpommern,8,4,Reinberg,Sachbeschädigung,"In Nacht werfen Unbekannte Steine auf ein Haus in Reinberg, in dem in den kommenden Tagen Asylsuchende untergebracht werden sollen. Die Ermittlungen bleiben erfolglos.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Neubrandenburg,Neubrandenburg,,nein,nein,Zwischen 18 Uhr und 18 Uhr am Folgetag.,nein,54.213102,13.248145,1
1,11/15/2015,2015,11,Mecklenburg-Vorpommern,8,4,Trassenheide,Brandanschlag,"Die geplante Flüchtlungsunterkunft hatte vor einem Monat schon einmal gebrannt – damals war der Brand gelöscht worden. Diesmal gehen die Täter gründlicher vor. Sie verteilen Brandbeschleuniger im Dachgeschoss, der Dachstuhl brennt komplett ab und stürzt ein. Der Schaden beläuft sich auf rund 100.000 Euro. Die Polizei bildet eine Sonderermittlergruppe von acht Beamten.",0,0,nein,Ja,Unbekannt,Unbekannt,Unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Anklam,Stralsund,Nein,Nein,Nein,03:12,Ja,54.099049,13.852337,1
1,7/13/2015,2015,7,Mecklenburg-Vorpommern,8,4,Greifswald,Sachbeschädigung,"Unbekannte rufen rassistische Sprüche vor einer Wohnung, in der Flüchtlinge aus Ghana wohnen. Zeugen berichten, dass die Täter versuchten, die Tür aufzubrechen. Die Staatsanwaltschaft teilt mit, dass die Täter in das Gebäude eindrangen, nicht aber in die Wohnung. Sie konnten nicht ermittelt werden.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Kriminal  Anklam,Stralsund,,nein,nein,21.40 ,ja,54.095791,13.381524,1
1,10/25/2015,2015,10,Mecklenburg-Vorpommern,8,4,Greifswald,Sachbeschädigung,"Ein 42 Jahre alter, Medienberichten zufolge stark alkoholisierter Mann, zündet Böller vor einer Notunterkunft für Asylsuchende. Er flieht und wird geschnappt. Über seine Motive macht der Mann zunächst keine Angaben.",0,0,ja,nein,ja,nein,nein,ja,nein,ja,nein,Anklam,Stralsund,nein,nein,nein,1:30 Uhr,nein,54.095791,13.381524,1
1,10/11/2015,2015,10,Mecklenburg-Vorpommern,8,4,Trassenheide,Brandanschlag,"Zwei Molotowcocktails fliegen auf ein geplantes Flüchtlingsheim, das seit Jahren leer steht. Das Gebäude fängt Feuer. Die Polizei sichert Spuren und befragt Zeugen – vergeblich.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Anklam,Stralsund,,nein,nein,In den frühen Morgenstunden,Unbekannt,54.094126,13.869459,1
1,12/18/2015,2015,12,Mecklenburg-Vorpommern,8,4,Zinnowitz,Brandanschlag,Auf ein Nebengebäude einer Sportschule wird ein Brandanschlag verübt. Im Inneren des Gebäudes finden sich die Reste eines Molotow-Cocktails. Offenbar bricht der Brand aber nicht aus. Das Gebäude war zwischenzeitlich als Unterkunft für Flüchtlinge im Gespräch - zum Tatzeitpunkt war diese Möglichkeit jedoch wieder verworfen worden.,0,0,nein,Ja,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,,Neubrandenburg,Nein,Nein,Nein,"zwischen 17.12.2015, 15:00 Uhr und 18.12.2015, 09:00 Uhr",Nein,54.076873,13.909052,1
1,12/19/2015,2015,12,Mecklenburg-Vorpommern,8,4,Tutow,Brandstiftung,"In einem Mehrfamilienhaus, in dem auch Asylbewerber untergebracht sind, bricht nachts ein Kellerbrand aus. Die Polizei geht von Brandstidftung aus.",0,0,ja,,,,,,,,,,,,,,,,53.919011,13.241030,1
1,12/19/2015,2015,12,Mecklenburg-Vorpommern,8,4,Tutow,Brandanschlag,,0,0,ja,,,,,,,,,,Greifswald,,,,,,53.918937,13.241885,1
1,12/5/2015,2015,12,Mecklenburg-Vorpommern,8,4,Anklam,Brandanschlag,"Unbekannte Täter werfen Brandsätze auf das Privatauto eines Sicherheitsmannes, der vor der zentralen Flüchtlingsunterkunft Dienst tut. Die Polizei schreibt die Täter sofort zur Fahndung, kann bisher aber niemandem festnehmen. ",0,0,Ja,Unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Kriminalpolizei Anklam,Neubrandenburg,Nein,Nein,Nein,Nach Mitternacht,Nein,53.849338,13.703448,1
1,1/11/2015,2015,1,Mecklenburg-Vorpommern,8,4,Güstrow,Sachbeschädigung,"Mehrere Steine fliegen gegen ein Fenster einer Asylunterkunft. Zwei Männer wurden bei der Tat beobachtet, konnten jedoch nicht ermittelt werden. Das Verfahren ist mittlerweile eingestellt. ",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Güstrow,Rostock,ja,nein,nein,05:00,Nein,53.793652,12.175966,1
1,12/12/2015,2015,12,Mecklenburg-Vorpommern,8,4,Güstrow,Sachbeschädigung,Eine Gruppe von vier Jugendlichen kreuzt vor der Gemeinschaftsunterkunft am Güstrower Waldweg auf und wirft Steine. Zwei Scheiben gehen zu Bruch. Die Tat wird per Videoüberwachung aufgezeichnet und die Täter schnell überführt und vor Gericht gebracht. ,0,0,,ja,nein,ja,Nein,ja,nein,ja,nein,Polizeipräsidium Rostock,Rostock,nein,Ja,nein,16.45 Uhr,nein,53.792484,12.182213,1
1,8/17/2015,2015,8,Mecklenburg-Vorpommern,8,4,Torgelow,Sachbeschädigung,Unbekannte beschießen eine Flüchtlingsunterkunft mit Feuerwerkskörpern. Die Täter sind auf freiem Fuß.,0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,nein,Anklam,Neubrandenburg,,nein,nein,kurz vor 23 Uhr,nein,53.630423,14.011328,1
1,9/20/2015,2015,9,Mecklenburg-Vorpommern,8,4,Breesen,Brandanschlag,Unbekannte dringen in ein leer stehendes Mehrfamilienhaus ein und legen mithilfe von Brandbeschleuniger an mehreren Stellen Feuer. Das Gebäude sollte zur Unterbringung von Flüchtlingen dienen. Der Dachstuhl brennt aus. Die Staatsanwaltschaft hat eine Belohnung von 2.000 Euro für Hinweise ausgesetzt.,0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Rostock,Rostock,,nein,nein,9:30 bis 10:00,Ja,53.629467,13.163588,1
1,9/25/2015,2015,9,Mecklenburg-Vorpommern,8,4,Schwerin,Tätlicher Angriff,"Nach einer Demonstration gegen eine geplante Asylunterkunft randalieren mehrere Personen an dem Gebäude und greifen das dort engagierte Sicherheitspersonal an. Später fliegen Flaschen und Holzpfosten. Die Polizei ermittelt fünf Verdächtige, von denen keiner in Haft sitzt.",0,0,ja,unbekannt,nein,ja,unbekannt,ja,nein,ja,nein,Schwerin,Schwerin,,nein,nein,0.01388888889,Nein,53.62883,11.414804,1
1,9/26/2015,2015,9,Mecklenburg-Vorpommern,8,4,Pinnow,Sachbeschädigung,"Kurz vor Mitternacht bewirft ein Unbekannter eine Asylbewerberunterkunft mit Feldsteinen und einer Bierflasche. Zwei Scheiben zerbrechen. Ein Wachmann eilt, durch Rufe der Bewohner alamiert, nach draußen, kann aber nur noch einen wegfahrenden Wagen ohne Licht erkennen. Mehrere Polizeiwagen und ein Hundeführer suchen den Täter – vergeblich.",0,0,ja,Ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Anklam,Stralsund,,nein,nein,23:45 Uhr,Nein,53.602142,11.548488,1
1,8/25/2015,2015,8,Mecklenburg-Vorpommern,8,4,Parchim,Tätlicher Angriff,"Zwei Männer verschaffen sich Zutritt zum Gelände einer Flüchtlingsunterkunft. Einer hat ein Messer dabei, die Klinge ist mehr als 20 Zentimeter lang. Einige Flüchtlinge bemerken die Männer und bringen sich in Sicherheit. Die Täter fliehen erst, werden dann aber gestellt. Die Staatsanwaltschaft beantragt ein beschleunigtes Verfahren, doch das Gericht besteht auf weitere Beweismittel. Das Verfahren soll im Januar 2016 fortgesetzt werden.",0,0,ja,unbekannt,nein,ja,unbekannt,ja,nein,ja,nein,"
",Schwerin,nein,ja,Nein,22 Uhr,Nein,53.425846,11.847524,1
1,10/11/2015,2015,10,Mecklenburg-Vorpommern,8,4,Boizenburg,Brandanschlag,"Ein Fachwerkhaus brennt, in dem ab Oktober rund 50 Flüchtlinge untergebracht werden sollten. Für die Staatsanwaltschaft liegt nahe, dass es sich um eine politisch motivierte Tat und Brandstiftung handelt. Das frühere Arbeiterwohnheim brennt fast komplett aus. Die Täter sind noch nicht ermittelt. ",0,0,nein,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Schwerin,Schwerin,,nein,nein,Nach 21:45,Unbekannt,53.375004,10.72314,1
1,12/18/2015,2015,12,Mecklenburg-Vorpommern,8,4,Godendorf,Brandanschlag,"Ein Molotowcocktail fliegt auf eine Asylunterkunft, explodiert aber in einem hohen Baum vor dem Haus. In der Unterkunft waren neun Syrer untergebracht. Verletzt wird niemand.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,Neubrandenburg,Nein,Nein,Nein,,Nein,53.257228,13.154008,1
1,1/1/2016,2016,1,Mecklenburg-Vorpommern,8,4,Dargun,Sonstige Angriffe auf Unterkünfte,"Ein alkoholisierter Mann hat am Abend versucht, einen Asylsuchenden aus Ägypten zu überfallen. Der Täter klingelte an der Tür des Opfers und forderte den Mann auf, ihm 30 Euro zu geben. Anderfalls werde ""er ihm die Nazis auf den Hals hetzen, die ihn dann töten. Hierzu machte er die Geste des Halsdurchschneidens"", heißt es im Polizeibericht. Der 57-jährige Asylsuchende konnte die Wohnungstür zuschlagen und rief dann die Polizei. Der Tatverdächtige flüchtete, wurde aber durch die Polizei in seiner naheliegenden Wohnung gestellt.",0,,,,,,,,,,,,,,,,,Dargun,53.901194,12.855958,1
1,1/17/2016,2016,1,Mecklenburg-Vorpommern,8,4,Kirch Grambow,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben die Scheiben mehrerer Wohnungen eingeworfen, in denen Asylsuchende wohnen. ""Desweiteren wurde an einer der Hauseingangstüren ein Plakat mit asylkritischem Inhalt befestigt"", meldete die Polizei.",0,,,,,,,,,,,,,,,,,Kirch Grambow,53.769567,11.121562,1
1,1/17/2016,2016,1,Mecklenburg-Vorpommern,8,4,Lalendorf,Sonstige Angriffe auf Unterkünfte,"Unbekannte randalierten in einer Unterkunft für minderjährige Geflüchtete. Die Polizei meldete, ""dass in einem unbewohnten Teil der Unterkunft zwei Fensterscheiben eingeschlagen wurden. In dem bewohnten Teil der Unterkunft wurde gegen die Haustür getreten, wodurch diese beschädigt wurde. Des Weiteren wurde ein Bewegungsmelder abgebrochen"". Sie nahm einen 22-Jährigen Verdächtigen fest. Die Polizei ermittele, man habe zudem die Sicherung des Gebäudes verstärkt.",0,,,,,,,,,,,,,,,,,Lalendorf,53.755475,12.3887,1
1,1/24/2016,2016,1,Mecklenburg-Vorpommern,8,4,Viereck,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben in Viereck, nahe Torgelow (Landkreis Vorpommern-Greifswald), hetzerische Sprüche an eine Unterkunft für Flüchtlinge geschrieben. Zudem wurden Fenster eingeworfen und eine Tür beschädigt.",0,,,,,,,,,,,,,,,,,Viereck,53.551856,14.042087,1
1,1/14/2016,2016,1,Mecklenburg-Vorpommern,8,4,Parchim,Sonstige Angriffe auf Unterkünfte,"Unbekannte Täter haben am frühen Donnerstagmorgen eine zukünftige Flüchtlingsunterkunft in Parchim mit Glasflaschen beworfen und beschädigt. Mitarbeiter der Baufirma hätten entdeckt, dass mehrere Fensterscheiben an dem Gebäude des ehemaligen Amtes für Landwirtschaft Parchim beschädigt waren, teilte ein Sprecher der Polizei mit. Das Gebäude werde derzeit in ein Ausweichquartier für Flüchtlinge umgebaut.",0,,,,,,,,,,,,,,,,,Parchim,53.425038,11.847839,1
1,12/4/2015,2015,12,Bayern,2,5,Sonnefeld-Hassenberg,Sachbeschädigung,"In der Nacht zum 4. Dezember wird eine leerstehende Wohnung in der Lindenallee verwüstet und der Türrahmen mit rassistischen Parolen sowie rechten Symbolen beschmiert. In der Wohnung lebten kurz zuvor noch Flüchtlinge. Zunächst gibt ein Zeuge an, mehrere Männner seien mit Autos vorgefahren, hätten sich Zugang zum Haus verschafft und dort randaliert. Ermittlungen der Polizei ergeben jedoch, das der mutmaßliche Täter ebenfalls ein Bewohner des Hauses ist; dafür sprechen DNA-Spuren an Tatwerkzeugen. Der Beschuldigte ist nicht Deutscher und spricht auch nur schlecht deutsch.",0,0,nein,keine Auskunft,ja,nein,unbekannt,unbekannt,unbekannt,ja,nein,Polizeipräsidium Oberfranken,Coburg,,nein,nein,,ja,50.256643,11.189720,1
1,7/18/2015,2015,7,Bayern,2,5,Waldaschaff (Aschaffenburg),Brandanschlag,"In der Garage einer Unterkunft brennt ein Papiercontainer. Eine Sonderkommission sucht immer noch die Brandursache. Brandbeschleuniger wurde nicht benutzt, es liegt aber auch kein technischer Defekt vor. Das Feuer könnte fahrlässig entstanden sein, etwa durch eine achtlos weggeworfene Zigarettenkippe. Jemand könnte es aber auch bewusst gelegt haben. Das Tatmotiv bleibt deshalb offen. ",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,Aschaffenburg,,nein,nein,0,0,49.976752,9.296114,1
1,8/20/2015,2015,8,Bayern,2,5,Neustadt an der Waldnaab,Brandanschlag,"Eine ehemalige Gaststätte wird als Unterkunft genutzt. Dort brennt ein Gegenstand auf einem Tisch, es raucht stark. Ein Flüchtling sagt, er habe beobachtet, wie zwei Männer aus dem Fenster im Erdgeschoss geflüchtet seien. Eine dritte Person soll draußen gewartet haben. Beamte werten mehr als 400 Stunden an Videoaufzeichnungen umliegender Überwachungskameras aus – ohne Ergebnis.",0,0,ja,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,unbekannt,unbekannt,unbekannt,unbekannt,,Weiden in der Oberpfalz,,nein,nein,,unbekannt,49.731412,12.173294,1
1,5/1/2015,2015,5,Bayern,2,5,Pfreimd,Sachbeschädigung,"Ein Fenster einer Unterkunft wird nachts eingeworfen. Der Fall kann nicht aufgeklärt werden. Da es in der Freinacht geschah, in der Jugendliche üblicherweise Streiche spielen, vermutet die Polizei, es könnte sich auch um einen ""Schabernack"" handeln.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,Amberg,,nein,nein,0,0,49.493268,12.183892,1
1,11/14/2015,2015,11,Bayern,2,5,Amberg,Sachbeschädigung,"Ein Unbekannter wirft im Münzgässchen in der Innenstadt Ambergs nachts eine Fensterscheibe einer Erdgeschosswohnung ein. Dort wohnt ein 26 Jahre alter syrischer Flüchtling. Es ist unklar, ob es sich um eine fremdenfeindliche Tat handelt oder ein Betrunkener die Scheibe auf dem Heimweg beschädigt. Die Kripo ermittelt in alle Richtungen.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Amberg,,,nein,nein,,nein,49.445216,11.860933,1
1,12/18/2015,2015,12,Bayern,2,5,Velburg-Deusmauer,Sachbeschädigung,"Gegen 23.30 Uhr greift ein Unbekannter ein Haus in der Hammerstraße an, in dem Flüchtlinge wohnen. Der Täter wirft zunächst einen Stein gegen ein Fenster, danach einen weiteren Stein gegen die Haustür. Beide Glasscheiben gehen zu Bruch. ",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Polizeipräsidium Oberpfalz,Nürnberg-Fürth,nein,nein,nein,0.9791666667,nein,49.254495,11.622147,1
1,12/3/2015,2015,12,Bayern,2,5,Viechtach,Sachbeschädigung,"Unbekannte werfen mit Steinen ein Fenster des Aufenthaltsraums in einer Asylbewerberunterkunft in der Petterstraße ein. In dem Raum halten sich zwei Flüchtlinge auf. Sie werden aber nicht verletzt. Die Täter fliehen, trotz einer sofort eingeleiteten Fahndung können die Polizisten niemanden stellen. ",0,0,Ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Polizeipräsidium Niederbayern,Deggendorf,nein,nein,nein,,nein,49.080060,12.898762,1
1,12/13/2015,2015,12,Bayern,2,5,Eichstätt,Sachbeschädigung,Zwei Unbekannte werfen nachts Steine auf eine Unterkunft für minderjährige unbegleitete Flüchtlinge und rufen fremdenfeidliche Sprüche. Durch die handtellergroßen Steine werden ein Fenster und die Fassade des Gebäudes beschädigt. Der Schaden beläuft sich auf rund 250 Euro. ,0,0,ja,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Ingolstadt,Ingolstadt,nein,nein,nein,2.30,nein,48.893412,11.184220,1
1,4/13/2015,2015,4,Bayern,2,5,Hepberg,Brandanschlag,"Unbekannte Täter versuchen, einen Metallcontainer, in dem bald zehn bis zwölf Flüchtlinge unterkommen sollten, mit einem Grill- oder Ofenanzünder in Brand zu setzen. Der Innenraum wird durch einen Schmorbrand völlig verrußt. Ein rassistischer Hintergrund gilt als wahrscheinlich.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,Ingolstadt,,nein,nein,0,0,48.823472,11.461794,1
1,5/7/2015,2015,5,Bayern,2,5,Wallersdorf,Brandanschlag,Unbekannte werfen nachts gegen zwei Uhr eine Flasche mit Brandbeschleuniger gegen die Fassade einer Unterkunft. Es entsteht geringer Sachschaden. Das Anschlagsziel war zuvor exakt auf einer Google-Karte markiert und mit Straßennamen versehen worden. Die Karte war von der Neonazipartei Der dritte Weg auf ihrer Website verlinkt worden.,0,0,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,Landshut,,nein,nein,0,0,48.734808,12.750643,1
1,7/16/2015,2015,7,Bayern,2,5,Reichertshofen,Brandanschlag,In einem ehemaligen Gasthof legen Unbekannte an zwei Stellen Feuer. Das Haus brennt vollständig aus. Die Ermittler finden neben dem Brandherd am Haupteingang einen weiteren Herd an einem Nebengebäude. Der Sachschaden beträgt 150.000 Euro. Die Polizei richtet eine Sonderkommission ein und befragt mehrere Hundert Personen. Die Behörden setzen eine Belohnung von 10.000 Euro aus.,0,0,nein,keine Auskunft,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Ingolstadt,Ingolstadt,,nein,nein,02:50,nein,48.658831,11.466186,1
1,8/29/2015,2015,8,Bayern,2,5,Wertingen,Sachbeschädigung,"Unbekannte werfen nachts gegen 2:45 Uhr einen Stein durch eine Scheibe der Erstaufnahmestelle. Die Polizei berichtet von zwei Männern, die auf ihrer Flucht rassistische Parolen gerufen haben sollen. ",0,0,ja,keine Auskunft,nein,ja,keine Auskunft,unbekannt,unbekannt,unbekannt,unbekannt,,Augsburg,,nein,nein,02:45,nein,48.560052,10.680768,1
1,12/12/2015,2015,12,Bayern,2,5,Stadtbergen,Brandanschlag,"Unbekannte versuchen mehrmals, ein noch unbewohntes Container-Modulhaus anzuzünden. Zwischen dem 11. und 15. Dezember legen sie an fünf Stellen Feuer. Die Holzverkleidung des Hauses gerät in Brand, erlöscht aber dann von selbst. Der Sachschaden liegt im unteren vierstelligen Eurobereich. Die Polizei verteilt 700 Plakate, um Zeugen zu finden - bislang ohne Ergebnis.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Augsburg,Augsburg,nein,nein,nein,,nein,48.366479,10.851612,1
1,12/12/2015,2015,12,Bayern,2,5,Poing,Sachbeschädigung,Unbekannte beschädigen im Laufe eines Wochenendes die Fensterfront der Dreifachturnhalle der Dominik-Brunner-Realschule. Sie werfen Steine gegen das Glas. In der folgenden Woche sollte in der Realschulturnhalle eine Notunterkunft für Geflüchtete eingerichtet werden.,0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Poing,München II,nein,nein,nein,,nein,48.171822,11.812234,1
1,9/17/2015,2015,9,Bayern,2,5,Burgkirchen,Brandanschlag,"In einer improvisierten Fahrradwerkstatt, in der auch Flüchtlinge mitarbeiten, brennt es. Unbekannte Täter sind eingedrungen und haben eine Bank in Brand gesetzt. Außerdem hinterlassen sie zwei Grafitti: ""Es reicht ihr Gutmenschen"" und ""Wir sind Deutsche"". Die Staatsanwaltschaft vermutet, dass jugendliche Täter dahinterstecken. ",0,0,nein,keine Auskunft,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,Traunstein,,nein,nein,,ja,48.168909,12.729841,1
1,2/11/2015,2015,2,Bayern,2,5,München,Sachbeschädigung,"Ein unbekannter Täter schlägt in einer geplanten, aber noch nicht bewohnten Asylbewerberunterkunft eine Fensterscheibe ein.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,München I,ja,nein,nein,,0,48.13641,11.57753,1
1,12/7/2015,2015,12,Bayern,2,5,München,Sachbeschädigung,"Unbekannte dringen gegen 6.50 Uhr auf das Baugelände einer neuen Unterkunft in der Neuherbergerstraße ein. Dafür durchtrennen sie zunächst Kabelbinder, mit denen die Bauzäune verbunden waren. Auf der Baustelle werfen sie mit Steinen die Glasscheiben von drei Baufahrzeugen ein. Der Schaden beläuft sich auf 12.000 Euro. ",0,0,nein,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,München,München I,nein,nein,nein,,ja,48.118484,11.609442,1
1,12/13/2015,2015,12,Bayern,2,5,München,Sachbeschädigung,"Gegen 22.30 Uhr alarmiert eine Anwohnerin die Polizei. Zwei Unbekannte randalieren abermals auf dem Baugelände für das Asylbewerberheim in der Neuherbergstraße. Als die Polizei eintrifft, sind die Täter verschwunden. Sie haben mit Steinen Fenster eingeworfen und aus den Rahmen getreten. Außerdem haben sie Scheiben zweier Baustellenfahrzeuge zerschlagen. Der Schaden beträgt mehr als 20.000 Euro. Der Staatsschutz ermittelt und sucht Zeugen.",0,0,nein,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,München,München I,nein,nein,nein,,ja,48.118484,11.609442,1
1,9/18/2015,2015,9,Bayern,2,5,Bad Aibling,Brandanschlag,Unbekannte entzünden unter der Eingangstür eines leer stehenden Wohncontainers Kartonagen. Die Feuerwehr kann den Brand schnell löschen. Es werden keine verwertbaren Spuren gefunden. ,0,0,nein,keine Auskunft,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt, Rosenheim,Traunstein / Rosenheim,ja,nein,nein,,,47.86405,12.009769,1
1,1/12/2015,2015,1,Bayern,2,5,Weilheim in Oberbayern,Sachbeschädigung,Unbekannt werfen nachts Fenster einer Flüchtlingsunterkunft mit einem Stein ein. Die Ermittlungen werden eingestellt.,0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,nein,,München II,ja,nein,nein,,0,47.839507,11.141636,1
1,12/27/2015,2015,12,Bayern,2,5,Marktoberdorf,Brandanschlag,"Eine Anwohnerin bemerkt Brandgeruch, kann ihn jedoch nicht zuordnen. Am nächsten Tag finden Passanten Brandspuren an der Fassade eines Hauses in einem Gewerbegebiet, das ab Januar als Flüchtlingsunterkunft dienen soll. Die Polizei findet Spuren eines Brandbeschleunigers. Der Sachschaden beläuft sich auf mehrere Tausend Euro.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Kempten,Kempten,nein,nein,nein,,nein,47.778080,10.616366,1
1,1/30/2016,2016,1,Bayern,2,5,Senden,Sonstige Angriffe auf Unterkünfte,"Zwei Männer fuhren laut Polizei vor einer Asylunterkunft vor, einer stieg mit einem Messer bewaffnet aus, wurde aber von einem Sicherheitsdienst gestoppt, der die Tür geschlossen hielt. Der 44-Jährige warf ein Fahrrad gegen ein abgestelltes Auto. Wie die Polizei bekannt gegeben hat, handelt es sich bei dem Angreifer um ""einen Neu-Ulmer mit osteuropäischem Migrationshintergrund"", der bei seiner Festnahme einen Polizisten verletzte. Gegen ihn wird jetzt unter anderem wegen Bedrohung, Sachbeschädigung, Körperverletzung und Widerstand gegen Vollstreckungsbeamte ermittelt.",0,,,,,,,,,,,,,,,,,Senden,51.858763,7.482636,1
